"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)","Media notes","Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,mediaDownloadUrl,report_as
140056571,Photo,"Alectoris chukar",Chukar,,"Del Nelson",2/10/2019,2019,2,10,1415,"United States",US-WY-013,Wyoming,Fremont,"Lions Valley, WY",42.8307,-108.6383,,Unknown,,Unspecified,,,,,,,,S52569506,,,,"Note the red eye ring",,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,2,committed,,"https://ebird.org/profile/MjUzMTk5",3456,4608,"https://macaulaylibrary.org/asset/140056571","https://ebird.org/view/checklist/S52569506","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
140056471,Photo,"Alectoris chukar",Chukar,,"Del Nelson",2/10/2019,2019,2,10,1415,"United States",US-WY-013,Wyoming,Fremont,"Lions Valley, WY",42.8307,-108.6383,,Unknown,,Unspecified,,,,,,,,S52569506,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,2,committed,,"https://ebird.org/profile/MjUzMTk5",3456,4608,"https://macaulaylibrary.org/asset/140056471","https://ebird.org/view/checklist/S52569506","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
140056331,Photo,"Alectoris chukar",Chukar,,"Del Nelson",2/10/2019,2019,2,10,1415,"United States",US-WY-013,Wyoming,Fremont,"Lions Valley, WY",42.8307,-108.6383,,Unknown,,Unspecified,,,,,,,,S52569506,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,2,committed,,"https://ebird.org/profile/MjUzMTk5",3456,4608,"https://macaulaylibrary.org/asset/140056331","https://ebird.org/view/checklist/S52569506","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
140043281,Photo,"Alectoris chukar",Chukar,,"John Rumney",2/9/2019,2019,2,9,1544,"United States",US-MT-013,Montana,Cascade,"11–61 Wilson Rd, Great Falls US-MT (47.6255,-111.2865)",47.6255,-111.2865,,Unknown,,Unspecified,,,,,,,,S52533093,,,,,"Photos. Continuing birds",,,,"Alectoris chukar",chukar,Species,1214.0,,,4.4,5,committed,,,3648,5472,"https://macaulaylibrary.org/asset/140043281","https://ebird.org/view/checklist/S52533093","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139820991,Photo,"Alectoris chukar",Chukar,,"Eamon Corbett",7/9/2006,2006,7,9,0,Greece,GR-I,Attiki,,"Cape Sounio",37.6501,24.0258,,Unknown,,Unspecified,,,,,,,,S52532176,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/MTY0OTE1",1200,1600,"https://macaulaylibrary.org/asset/139820991","https://ebird.org/view/checklist/S52532176","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139789741,Photo,"Alectoris chukar",Chukar,,"Dobrin Botev",2/9/2019,2019,2,9,934,Greece,GR-I,Attiki,,"Vourkari Bay",37.9782,23.3893,,Unknown,,Unspecified,,,,,,,,S52525146,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.333333333333333,3,committed,,"https://ebird.org/profile/OTA0NTA1",800,1200,"https://macaulaylibrary.org/asset/139789741","https://ebird.org/view/checklist/S52525146","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139658351,Photo,"Alectoris chukar",Chukar,,"Richard  Klauke",2/1/2019,2019,2,1,830,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Haines Ecological Reserve",49.0934,-119.5254,,Unknown,,Unspecified,,,,,,,,S52270036,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/NzQ4NjUz",2433,3039,"https://macaulaylibrary.org/asset/139658351","https://ebird.org/view/checklist/S52270036","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139658251,Photo,"Alectoris chukar",Chukar,,"Richard  Klauke",2/1/2019,2019,2,1,830,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Haines Ecological Reserve",49.0934,-119.5254,,Unknown,,Unspecified,,,,,,,,S52270036,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/NzQ4NjUz",1863,1551,"https://macaulaylibrary.org/asset/139658251","https://ebird.org/view/checklist/S52270036","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139658221,Photo,"Alectoris chukar",Chukar,,"Richard  Klauke",2/1/2019,2019,2,1,830,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Haines Ecological Reserve",49.0934,-119.5254,,Unknown,,Unspecified,,,,,,,,S52270036,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,2,committed,,"https://ebird.org/profile/NzQ4NjUz",1515,2020,"https://macaulaylibrary.org/asset/139658221","https://ebird.org/view/checklist/S52270036","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139658131,Photo,"Alectoris chukar",Chukar,,"Richard  Klauke",2/1/2019,2019,2,1,830,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Haines Ecological Reserve",49.0934,-119.5254,,Unknown,,Unspecified,,,,,,,,S52270036,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.5,2,committed,,"https://ebird.org/profile/NzQ4NjUz",913,1218,"https://macaulaylibrary.org/asset/139658131","https://ebird.org/view/checklist/S52270036","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139607361,Photo,"Alectoris chukar",Chukar,,"Joan Heffernan",11/18/2018,2018,11,18,600,"United States",US-HI-009,Hawaii,Maui,"HI: Haleakala NP -- Kalahaku Overlook",20.7364,-156.2355,,Unknown,,Unspecified,,,,,,,,S52492258,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/MTAzMTA2NA",635,967,"https://macaulaylibrary.org/asset/139607361","https://ebird.org/view/checklist/S52492258","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139454031,Photo,"Alectoris chukar",Chukar,,"Janet Kelly",1/12/2019,2019,1,12,1430,"United States",US-OR-035,Oregon,Klamath,"Klamath Wildlife Area--Miller Island Unit",42.1552,-121.8082,,Unknown,,Unspecified,,,,,,,,S51672881,,,,,"On the grounds of the Headquarters",,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/MTA5MTA3",,,"https://macaulaylibrary.org/asset/139454031","https://ebird.org/view/checklist/S51672881","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139394601,Photo,"Alectoris chukar",Chukar,,"Denise  Tickle",5/31/2018,2018,5,31,1712,"United States",US-NH-015,"New Hampshire",Rockingham,"2 Woodland Road North Hampton NH",42.908,-70.8137,,Unknown,,Unspecified,,,,,,,,S52185230,,,,,"Was walking down the street and got a pic of it sitting on stone wall",,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/MTIzMDM5OA",,,"https://macaulaylibrary.org/asset/139394601","https://ebird.org/view/checklist/S52185230","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139274941,Photo,"Alectoris chukar",Chukar,,"Keith Carlson",2/5/2019,2019,2,5,1300,"United States",US-WA-003,Washington,Asotin,"Cloverland Grade",46.3104,-117.125,,Unknown,,Unspecified,,,,,,,,S52430380,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,,2868,3331,"https://macaulaylibrary.org/asset/139274941","https://ebird.org/view/checklist/S52430380","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139242061,Photo,"Alectoris chukar",Chukar,,"Randy Plishka",1/3/2012,2012,1,3,800,"United States",US-HI-009,Hawaii,Maui,Haleakala,20.7164,-156.2524,,Unknown,,Unspecified,,,,,,,,S52425010,,,,"saw a pair just outside the parking lot as we were preparing to go hiking down the Sliding Sands trail.",,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.5,2,committed,,"https://ebird.org/profile/MTIwOTkwMg",1964,3231,"https://macaulaylibrary.org/asset/139242061","https://ebird.org/view/checklist/S52425010","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139077981,Photo,"Alectoris chukar",Chukar,,"Michael Andersen",6/9/2009,2009,6,9,1645,"United States",US-HI-009,Hawaii,Maui,"Haleakala NP",20.7597,-156.2464,,,,Unspecified,,,,,,,,S5078464,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,"https://ebird.org/profile/MTY2NDY",3892,2586,"https://macaulaylibrary.org/asset/139077981","https://ebird.org/view/checklist/S5078464","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
139060951,Photo,"Alectoris chukar",Chukar,,"Aaron Beerman",5/17/2014,2014,5,17,1030,"United States",US-OR-025,Oregon,Harney,"Hwy. 205 (Catlow Valley Rd.)--Section heading east through canyon to Fields-Denio Rd.",42.3584,-118.8637,,Unknown,,Unspecified,,,,,,,,S18458893,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,,1336,1783,"https://macaulaylibrary.org/asset/139060951","https://ebird.org/view/checklist/S18458893","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
138665211,Photo,"Alectoris chukar",Chukar,,"Melissa James",1/26/2019,2019,1,26,730,"United States",US-WA-047,Washington,Okanogan,"Fancher Flats",48.736,-119.3706,,Unknown,,Unspecified,,,,,,,,S52088279,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjk1NzA0",3997,6000,"https://macaulaylibrary.org/asset/138665211","https://ebird.org/view/checklist/S52088279","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
138438441,Photo,"Alectoris chukar",Chukar,,"Aris Vouros",2/2/2019,2019,2,2,806,Greece,GR-I,Attiki,,"Mt Hymettus--Stefania",37.9093,23.766,,Adult,,Unspecified,,,,,,,,S52287666,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,"https://ebird.org/profile/MTEzODcwNQ",3264,2448,"https://macaulaylibrary.org/asset/138438441","https://ebird.org/view/checklist/S52287666","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
138368871,Photo,"Alectoris chukar",Chukar,,"Logan Lalonde",4/4/2015,2015,4,4,1400,Canada,CA-BC-TN,"British Columbia",Thompson-Nicola,"Kamloops--Rattlesnake Bluffs",50.713,-120.4236,,"Adult Male",,Unspecified,,,,,,,,S22691851,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,3,committed,,"https://ebird.org/profile/MzY0ODQ4",320,320,"https://macaulaylibrary.org/asset/138368871","https://ebird.org/view/checklist/S22691851","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
138336311,Photo,"Alectoris chukar",Chukar,,"JoAnna Clayton",1/26/2019,2019,1,26,730,"United States",US-WA-047,Washington,Okanogan,"Fancher Flats",48.736,-119.3706,,Unknown,,Unspecified,,,,,,,,S52270992,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,habitat,"https://ebird.org/profile/NDE2NTIz",1981,2735,"https://macaulaylibrary.org/asset/138336311","https://ebird.org/view/checklist/S52270992","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
138336301,Photo,"Alectoris chukar",Chukar,,"JoAnna Clayton",1/26/2019,2019,1,26,730,"United States",US-WA-047,Washington,Okanogan,"Fancher Flats",48.736,-119.3706,,Unknown,,Unspecified,,,,,,,,S52270992,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,"https://ebird.org/profile/NDE2NTIz",1371,1784,"https://macaulaylibrary.org/asset/138336301","https://ebird.org/view/checklist/S52270992","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137876671,Photo,"Alectoris chukar",Chukar,,"Casey Weissburg",6/19/2015,2015,6,19,1900,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Visitor Center & Loop Rd.",41.0547,-112.2408,,Unknown,,Unspecified,,,,,,,,S23988705,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NjExOTA3",2261,3390,"https://macaulaylibrary.org/asset/137876671","https://ebird.org/view/checklist/S23988705","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137865761,Photo,"Alectoris chukar",Chukar,,"Casey Weissburg",6/17/2015,2015,6,17,1926,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Visitor Center & Loop Rd.",41.0547,-112.2408,,Unknown,,Unspecified,,,,,,,,S23955966,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,"https://ebird.org/profile/NjExOTA3",3456,5184,"https://macaulaylibrary.org/asset/137865761","https://ebird.org/view/checklist/S23955966","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137855521,Photo,"Alectoris chukar",Chukar,,"Debby Parker",6/20/2014,2014,6,20,845,"United States",US-CA-027,California,Inyo,"Division Creek",36.9359,-118.3241,,Unknown,,Unspecified,,,,,,,,S18847410,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/MTQwNTg2",729,653,"https://macaulaylibrary.org/asset/137855521","https://ebird.org/view/checklist/S18847410","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137508431,Photo,"Alectoris chukar",Chukar,,"Peter Olsoy",1/26/2019,2019,1,26,1014,"United States",US-WA-075,Washington,Whitman,"Wawawai River Rd.",46.4611,-117.2198,,Unknown,,Unspecified,,,,,,,,S52075509,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NjQ0NzI0",3888,5184,"https://macaulaylibrary.org/asset/137508431","https://ebird.org/view/checklist/S52075509","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137508411,Photo,"Alectoris chukar",Chukar,,"Peter Olsoy",1/26/2019,2019,1,26,1014,"United States",US-WA-075,Washington,Whitman,"Wawawai River Rd.",46.4611,-117.2198,,Unknown,,Unspecified,,,,,,,,S52075509,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NjQ0NzI0",3888,5184,"https://macaulaylibrary.org/asset/137508411","https://ebird.org/view/checklist/S52075509","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137409241,Photo,"Alectoris chukar",Chukar,,"Dobrin Botev",1/27/2019,2019,1,27,1425,Greece,GR-I,Attiki,,"Cape Sounio",37.6501,24.0258,,Unknown,,Unspecified,,,,,,,,S52087842,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,2,committed,,"https://ebird.org/profile/OTA0NTA1",800,1200,"https://macaulaylibrary.org/asset/137409241","https://ebird.org/view/checklist/S52087842","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137263711,Photo,"Alectoris chukar",Chukar,,"Mike Hearell",2/20/2014,2014,2,20,1640,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Antelope Island (island only)",40.956,-112.2041,,,,Unspecified,,,,,,,,S17121694,,,,,"Heard many calling but only saw 1. 3 is a guesstimate.",,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjk5MTI4",,,"https://macaulaylibrary.org/asset/137263711","https://ebird.org/view/checklist/S17121694","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137259711,Photo,"Alectoris chukar",Chukar,,"Mike Hearell",5/27/2013,2013,5,27,1845,"United States",US-UT-057,Utah,Weber,"N Ogden Bench",41.3355,-111.9503,,,,Unspecified,,,,,,,,S14267167,,,,,"First Weber County Chukar I've seen since 2004.",,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjk5MTI4",2664,4000,"https://macaulaylibrary.org/asset/137259711","https://ebird.org/view/checklist/S14267167","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137038931,Photo,"Alectoris chukar",Chukar,,"Noam Markus",6/26/2015,2015,6,26,1300,Israel,IL-JM,Yerushalayim,,"Gazelle Valley עמק הצבאים",31.7588,35.1954,,,,Unspecified,,,,,,,,S24057079,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NTYxNTc0",534,960,"https://macaulaylibrary.org/asset/137038931","https://ebird.org/view/checklist/S24057079","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137030521,Photo,"Alectoris chukar",Chukar,,"William Adams",12/26/2018,2018,12,26,0,"United States",US-HI-009,Hawaii,Maui,"HI: Haleakala NP -- Kalahaku Overlook",20.7364,-156.2355,,Unknown,,Unspecified,,,,,,,,S52040134,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/MTM3MDI1",3276,4033,"https://macaulaylibrary.org/asset/137030521","https://ebird.org/view/checklist/S52040134","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
137010501,Photo,"Alectoris chukar",Chukar,,"Margaret Sloan",1/25/2019,2019,1,25,1100,"United States",US-UT-051,Utah,Wasatch,"2500 Utah 32, Kamas, Utah, US (40.604, -111.336)",40.6041,-111.336,,Unknown,,Unspecified,,,,,,,,S52039230,,,,,"10+ birds feeding on thistle seed along Hwy 32.",,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/OTMyNjI",1000,1500,"https://macaulaylibrary.org/asset/137010501","https://ebird.org/view/checklist/S52039230","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136573731,Photo,"Alectoris chukar",Chukar,,"Kyle Leader",1/19/2019,2019,1,19,722,"United States",US-WA-047,Washington,Okanogan,"Fancher Flats",48.736,-119.3706,,Unknown,,Unspecified,,,,,,,,S51934655,,,,,"Flushed from hillside when Golden Eagle launches from its perch. Several coveys flew across our field of view, many stopping for good looks.",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/MTc5Mzk4",3000,4000,"https://macaulaylibrary.org/asset/136573731","https://ebird.org/view/checklist/S51934655","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136528181,Photo,"Alectoris chukar",Chukar,,"Simon Bernard",1/22/2019,2019,1,22,833,"United States",US-HI-009,Hawaii,Maui,"Skyline Trail",20.7092,-156.252,,Unknown,,Unspecified,,,,,,,,S51948633,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NTQwMDg0",1536,2048,"https://macaulaylibrary.org/asset/136528181","https://ebird.org/view/checklist/S51948633","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136490281,Photo,"Alectoris chukar",Chukar,,"Sharyn Isom",1/22/2019,2019,1,22,1422,"United States",US-UT-051,Utah,Wasatch,"Deer Creek Reservoir--Inlet",40.4789,-111.472,,Unknown,,Unspecified,,,,,,,,S51943813,,,,,"Driving when I spotted the Chukar in the middle of the road and stopped trucks behind me in order to capture this backlit picture before it took off. Only had a small phone camera with me.",,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,"https://ebird.org/profile/NDA0MzE0",1436,1077,"https://macaulaylibrary.org/asset/136490281","https://ebird.org/view/checklist/S51943813","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136413141,Photo,"Alectoris chukar",Chukar,,"Thomas Job",6/18/2012,2012,6,18,0,India,IN-JK-LE,"Jammu and Kashmir","Leh (ladakh)","Khardung La",34.2784,77.6044,,Adult,,Unspecified,,,,,,,,S28248109,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/NTA1OTU4",1272,1775,"https://macaulaylibrary.org/asset/136413141","https://ebird.org/view/checklist/S28248109","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136402331,Photo,"Alectoris chukar",Chukar,,"Göktuğ  Güzelbey",1/21/2019,2019,1,21,1315,Turkey,TR-27,Gaziantep,,Durnalık,37.1633,37.1879,,Unknown,,Unspecified,,,,,,,,S51922584,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/MTA0ODUzNw",700,1050,"https://macaulaylibrary.org/asset/136402331","https://ebird.org/view/checklist/S51922584","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136378111,Photo,"Alectoris chukar",Chukar,,"Tom Lewis",6/26/2007,2007,6,26,1600,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Garr Ranch",40.9235,-112.1681,,Unknown,,Unspecified,,,,,,,,S9717419,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,"https://ebird.org/profile/MjI0Njk5",373,468,"https://macaulaylibrary.org/asset/136378111","https://ebird.org/view/checklist/S9717419","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136290041,Photo,"Alectoris chukar",Chukar,,"Jerome-Yehuda Schwartz",1/21/2019,2019,1,21,915,Israel,IL-JM,Yerushalayim,,"דרך דוד בנבנישתי, ירושלים (31.75, 35.196)",31.7505,35.1962,,Unknown,,Unspecified,,,,,,,,S51888885,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,,933,1408,"https://macaulaylibrary.org/asset/136290041","https://ebird.org/view/checklist/S51888885","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136286401,Photo,"Alectoris chukar",Chukar,,"Randall Siebert",5/25/2016,2016,5,25,730,"United States",US-CO-083,Colorado,Montezuma,"Mesa Verde NP--Knife Edge Trail",37.3064,-108.4321,,Unknown,,Unspecified,,,,,,,,S29979695,,,,,"Clearly seen and photographed.",,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,,1622,2725,"https://macaulaylibrary.org/asset/136286401","https://ebird.org/view/checklist/S29979695","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
136162471,Photo,"Alectoris chukar",Chukar,,"Margaret Sloan",1/20/2019,2019,1,20,1035,"United States",US-UT-043,Utah,Summit,"Henefer-Echo WMA (incl. Old Hwy 30)",41.003,-111.47,,Unknown,,Unspecified,,,,,,,,S51880821,,,,"Flock of 10 moving between patches of brush, seen from the road.",,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/OTMyNjI",667,1000,"https://macaulaylibrary.org/asset/136162471","https://ebird.org/view/checklist/S51880821","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
